Ladder score,Healthy life expectancy,Freedom to make life choices
2.566900015,0.266051531,0.396573007
4.882699966,0.846329629,0.781994224
5.005099773,0.745418549,0.466610909
5.974699974,0.849773705,0.831132412
4.676799774,0.77585727,0.712017834
7.222799778,1.022607684,0.915431738
7.294199944,1.000933528,0.899989486
5.164800167,0.731134057,0.786824107
6.227300167,0.838836372,0.905855775
4.832799911,0.694940507,0.90062499
5.539899826,0.75258857,0.639163077
6.863500118,0.964901149,0.813582063
5.21600008,0.328062952,0.735182583
5.747499943,0.662445664,0.875873327
5.674099922,0.813928187,0.651352704
3.478899956,0.494101733,0.821328104
6.375599861,0.766119063,0.799804807
5.101500034,0.777776897,0.745178163
4.768700123,0.312833875,0.665563583
3.775300026,0.295212835,0.626350224
4.848400116,0.587904334,0.959704638
5.084899902,0.270189553,0.763051808
7.23210001,1.022501945,0.933913231
3.475899935,0,0.640880644
4.422699928,0.1087441,0.587305248
6.228499889,0.889260828,0.744896293
5.123899937,0.867248535,0.898517907
6.163400173,0.810020149,0.836179912
4.288599968,0.437383324,0.547612607
5.194399834,0.458101124,0.719058514
7.121399879,0.939635336,0.934738934
5.504700184,0.900575578,0.714838803
6.15899992,1.026124597,0.779858291
6.910900116,0.89456445,0.818537354
4.31099987,0.277212054,0.700793564
7.645599842,0.979332566,0.951444268
5.689199924,0.741901696,0.866202772
5.925199986,0.838837743,0.859828949
4.151400089,0.596911311,0.708354175
6.34829998,0.752730012,0.833805263
6.021800041,0.842615008,0.87770915
4.186200142,0.483846247,0.740795195
7.808700085,0.961271405,0.949172199
6.663799763,1.029714227,0.825467646
4.829299927,0.522574842,0.704829216
4.750599861,0.353247881,0.733163178
4.672599792,0.694657624,0.801641524
7.075799942,0.972114801,0.867371082
5.147999763,0.432162255,0.794796526
5.514999866,0.979431748,0.541345119
6.398900032,0.705952585,0.908147573
4.949299812,0.333655238,0.706846774
3.720799923,0.37436673,0.537825167
5.953199863,0.791989982,0.870603263
5.510399818,1.136630654,0.779833794
6.000400066,0.806793869,0.718964577
7.504499912,1.000843406,0.948891878
3.573299885,0.54057014,0.881444871
5.285600185,0.610437036,0.870614409
4.672399998,0.749053836,0.647873282
4.784800053,0.529350698,0.633182645
7.093699932,0.975670695,0.886982977
7.128600121,1.008052945,0.747580588
6.38740015,1.022504926,0.66465199
5.233300209,0.154942513,0.727909327
5.889800072,0.788434088,0.858068526
5.870800018,1.072881341,0.809961379
4.633399963,0.777624726,0.75104779
6.057899952,0.698788941,0.811601937
4.583000183,0.536312759,0.829747558
6.325200081,0.672709167,0.861535907
6.102099895,0.776468933,0.872366488
5.541500092,0.680645883,0.909374893
4.888599873,0.486378282,0.907213569
5.949999809,0.777902424,0.671237648
4.771500111,0.788671136,0.551357508
3.652800083,0.100934811,0.738125861
4.557899952,0.392284274,0.735268712
5.488800049,0.615626633,0.773157001
6.215499878,0.795421183,0.747381449
7.237500191,0.986442685,0.90563643
5.159800053,0.802994132,0.738840938
4.165599823,0.500617027,0.557574093
3.538000107,0.446163297,0.803223193
5.384300232,0.788511872,0.894626856
5.197599888,0.914439559,0.853962779
4.729300022,0.234981522,0.71156615
6.772799969,0.972042024,0.924911439
4.374599934,0.425184816,0.551522553
6.101299763,0.763389409,0.889534533
6.465000153,0.831601024,0.858709276
5.607500076,0.713299453,0.721609175
5.456200123,0.615788162,0.693351328
5.54610014,0.839028895,0.649565637
5.094799995,0.745096922,0.772072434
4.623600006,0.324223638,0.864451885
4.308000088,0.495443076,0.895075202
4.571100235,0.40687117,0.767520964
5.137199879,0.66887939,0.797565043
7.448900223,0.975675344,0.908547819
7.299600124,1.008138299,0.936217487
6.13710022,0.803093255,0.863902867
4.909599781,0.298816353,0.759772122
4.724100113,0.167835936,0.759578407
5.53550005,1.026124597,0.79529351
7.487999916,1.008071899,0.955750287
5.69329977,0.469933242,0.734833717
4.552800179,0.613826573,0.645791829
6.304800034,0.878546536,0.880366504
5.692100048,0.735869646,0.885923445
5.796800137,0.824444175,0.824766099
6.006000042,0.602189481,0.915463448
6.186299801,0.868038476,0.862055779
5.910900116,0.979315281,0.888747811
6.123700142,0.79229486,0.842823207
5.546000004,0.68044591,0.729892612
3.312299967,0.572383285,0.900589406
2.816600084,0.208809033,0.451313615
6.406499863,0.759818137,0.854191244
4.980800152,0.518391907,0.690596163
5.77820015,0.828403294,0.726495862
3.926399946,0.203953966,0.715315044
6.377099991,1.137814283,0.926645339
6.280600071,0.853465259,0.749952674
6.363399982,0.932548046,0.936142623
4.814099789,0.407034069,0.759330094
5.872399807,1.022542596,0.612965107
6.400899887,1.051343083,0.751989543
4.327000141,0.792036712,0.837633669
4.308100224,0.215585828,0.646822274
7.353499889,0.986470461,0.939144194
7.559899807,1.040533185,0.921336651
6.45539999,0.878437996,0.77153033
5.555699825,0.680594802,0.831383407
3.476200104,0.442677855,0.82153976
5.998799801,0.793855846,0.905063033
4.187200069,0.342731178,0.649828613
6.191899776,0.658828557,0.857907116
4.392199993,0.781156719,0.593361557
5.131800175,0.781335294,0.608830452
5.119100094,0.612448037,0.826457024
4.43200016,0.378311664,0.731713951
4.56069994,0.698674381,0.663081884
6.790800095,0.787814438,0.941345513
7.164500237,0.97570008,0.834743679
6.939599991,0.831618011,0.842619538
6.440100193,0.856928885,0.892395437
6.257599831,0.716703713,0.974998116
5.053199768,0.76702553,0.62327832
5.353499889,0.819133997,0.939592957
3.527400017,0.41500017,0.599920273
3.759399891,0.36359334,0.806500256
3.299200058,0.375037611,0.711457908
7.769,0.986,0.596
7.6,0.996,0.592
7.554,1.028,0.603
7.494,1.026,0.591
7.488,0.999,0.557
7.48,1.052,0.572
7.343,1.009,0.574
7.307,1.026,0.585
7.278,1.039,0.584
7.246,1.016,0.532
7.228,1.036,0.557
7.167,0.963,0.558
7.139,1.029,0.371
7.09,1.012,0.526
7.054,0.996,0.45
7.021,0.999,0.516
6.985,0.987,0.495
6.923,0.986,0.473
6.892,0.874,0.454
6.852,0.92,0.457
6.825,0.825,0.598
6.726,0.999,0.564
6.595,0.861,0.433
6.592,1.045,0.436
6.446,0.914,0.351
6.444,0.92,0.357
6.436,0.746,0.535
6.375,0.795,0.439
6.374,0.871,0.555
6.354,1.062,0.362
6.321,0.91,0.516
6.3,0.802,0.39
6.293,0.891,0.523
6.262,1.141,0.556
6.253,0.789,0.43
6.223,1.039,0.231
6.199,0.871,0.536
6.198,0.881,0.334
6.192,0.713,0.489
6.182,0.884,0.483
6.174,0.756,0.631
6.149,0.818,0.291
6.125,0.841,0.47
6.118,0.953,0.564
6.105,0.835,0.435
6.1,0.758,0.489
6.086,0.881,0.471
6.07,0.825,0.462
6.046,1.042,0.406
6.028,0.868,0.498
6.021,0.808,0.493
6.008,0.828,0.557
5.94,0.812,0.264
5.895,1.036,0.159
5.893,0.874,0.495
5.89,0.831,0.49
5.888,0.798,0.498
5.886,1.088,0.445
5.86,0.828,0.507
5.809,0.729,0.41
5.779,0.706,0.511
5.758,0.828,0.199
5.743,0.777,0.514
5.718,1.042,0.417
5.697,0.854,0.455
5.693,0.999,0.508
5.653,0.535,0.313
5.648,0.726,0.334
5.631,0.657,0.558
5.603,0.854,0.282
5.529,0.739,0.245
5.525,0.673,0.416
5.523,0.871,0.197
5.467,0.718,0.389
5.432,0.914,0.296
5.43,1.122,0.44
5.425,0.779,0.497
5.386,0.845,0.212
5.373,0.808,0.195
5.339,0.828,0.508
5.323,0.789,0.235
5.287,0.999,0.067
5.285,0.667,0.317
5.274,0.838,0.345
5.265,0.245,0.426
5.261,0.723,0.508
5.247,0.657,0.394
5.211,0.785,0.086
5.208,0.782,0.418
5.208,0.769,0.351
5.197,0.815,0.216
5.192,0.66,0.491
5.191,0.893,0.521
5.175,0.851,0.543
5.082,0.604,0.457
5.044,0.331,0.381
5.011,0.815,0.311
4.996,0.486,0.381
4.944,0.232,0.352
4.913,0.677,0.439
4.906,0.815,0.383
4.883,0.397,0.349
4.812,0.508,0.372
4.799,0.571,0.295
4.796,0.551,0.547
4.722,0.469,0.389
4.719,0.874,0.383
4.707,0.805,0.154
4.7,0.637,0.609
4.696,0.672,0.225
4.681,0.571,0.292
4.668,0.268,0.559
4.639,0.477,0.401
4.628,0.366,0.318
4.587,0.38,0.255
4.559,0.815,0.283
4.548,0.785,0.305
4.534,0.375,0.332
4.519,0.752,0.346
4.516,0.428,0.382
4.509,0.581,0.431
4.49,0.489,0.066
4.466,0.39,0.494
4.461,0.815,0.167
4.456,0.723,0.527
4.437,0.574,0.241
4.418,0.357,0.269
4.39,0.308,0.327
4.374,0.242,0.309
4.366,0.831,0.47
4.36,0.555,0.525
4.35,0.192,0.174
4.332,0.739,0.178
4.286,0.532,0.344
4.212,0,0.313
4.189,0.443,0.356
4.166,0.644,0.241
4.107,0.426,0.431
4.085,0.41,0.293
4.015,0.588,0.498
3.975,0.443,0.37
3.973,0.505,0.142
3.933,0.555,0.148
3.802,0.168,0.359
3.775,0.38,0.22
3.663,0.433,0.361
3.597,0.449,0.026
3.488,0.538,0.455
3.462,0.44,0.013
3.41,0.495,0.443
3.38,0.463,0.143
3.334,0.614,0.555
3.231,0.499,0.417
3.203,0.361,0
3.083,0.105,0.225
2.853,0.295,0.01
7.632,0.874,0.681
7.594,0.861,0.686
7.555,0.868,0.683
7.495,0.914,0.677
7.487,0.927,0.66
7.441,0.878,0.638
7.328,0.896,0.653
7.324,0.876,0.669
7.314,0.913,0.659
7.272,0.91,0.647
7.19,0.888,0.464
7.139,0.891,0.617
7.072,0.817,0.632
6.977,0.876,0.614
6.965,0.861,0.586
6.927,0.894,0.583
6.91,0.896,0.632
6.886,0.819,0.547
6.814,0.883,0.533
6.774,0.67,0.284
6.711,0.854,0.543
6.627,0.884,0.645
6.489,0.908,0.52
6.488,0.761,0.479
6.476,0.808,0.431
6.441,0.857,0.418
6.43,0.759,0.597
6.419,0.675,0.493
6.388,0.744,0.57
6.382,0.608,0.604
6.379,0.771,0.625
6.374,0.748,0.654
6.371,0.633,0.509
6.343,1.008,0.631
6.322,0.669,0.356
6.31,0.965,0.449
6.26,0.635,0.531
6.192,0.564,0.575
6.173,0.776,0.354
6.167,0.639,0.461
6.141,0.7,0.527
6.123,0.781,0.546
6.105,0.698,0.594
6.096,0.605,0.724
6.083,0.675,0.554
6.072,0.707,0.637
6,0.946,0.281
5.973,0.736,0.556
5.956,0.474,0.593
5.952,0.716,0.35
5.948,0.856,0.633
5.945,0.726,0.528
5.933,0.671,0.363
5.915,0.988,0.553
5.891,0.684,0.584
5.89,0.693,0.575
5.875,0.955,0.244
5.835,0.909,0.495
5.81,0.599,0.399
5.79,0.631,0.454
5.762,0.909,0.423
5.752,0.508,0.606
5.739,0.737,0.553
5.681,0.615,0.541
5.663,0.674,0.53
5.662,0.578,0.448
5.64,0.62,0.232
5.636,0.517,0.417
5.62,0.732,0.259
5.566,0.553,0.496
5.524,0.513,0.643
5.504,0.622,0.459
5.483,0.7,0.307
5.483,0.686,0.324
5.472,0.424,0.334
5.43,1.03,0.524
5.41,0.884,0.562
5.398,0.685,0.288
5.358,0.879,0.131
5.358,0.785,0.503
5.347,0.729,0.259
5.321,0.737,0.38
5.302,0.614,0.578
5.295,0.687,0.077
5.254,0.669,0.46
5.246,0.799,0.597
5.201,0.603,0.43
5.199,0.598,0.292
5.185,0.691,0.394
5.161,0.645,0.468
5.155,0.048,0.462
5.131,0.594,0.54
5.129,0.758,0.28
5.125,0.575,0.395
5.103,0.702,0.618
5.093,0.522,0.538
5.082,0.527,0.541
4.982,0.115,0.674
4.975,0.182,0.454
4.933,0.712,0.359
4.88,0.539,0.526
4.806,0.657,0.133
4.758,0.404,0.356
4.743,0.602,0.266
4.724,0.33,0.516
4.707,0.691,0.459
4.671,0.08,0.467
4.657,0.337,0.499
4.631,0.433,0.406
4.623,0.441,0.626
4.592,0.69,0.271
4.586,0.79,0.419
4.571,0,0.355
4.559,0.343,0.514
4.5,0.579,0.58
4.471,0.672,0.585
4.456,0.536,0.304
4.447,0.152,0.367
4.441,0.365,0.519
4.433,0.457,0.696
4.424,0.254,0.312
4.419,0.553,0.312
4.417,0.173,0.531
4.41,0.454,0.504
4.377,0.295,0.503
4.356,0.292,0.129
4.35,0.391,0.452
4.34,0.643,0.375
4.321,0.666,0.26
4.308,0.429,0.58
4.301,0.053,0.189
4.245,0.204,0.312
4.19,0.485,0.539
4.166,0.221,0.39
4.161,0.237,0.45
4.141,0.24,0.44
4.139,0.312,0.016
4.103,0.609,0.163
3.999,0.253,0.434
3.964,0.211,0.394
3.808,0.079,0.423
3.795,0.269,0
3.774,0.402,0.221
3.692,0.248,0.406
3.632,0.255,0.085
3.59,0.417,0.557
3.587,0.306,0.531
3.582,0.289,0.025
3.495,0.267,0.419
3.462,0.539,0.088
3.408,0.4,0.636
3.355,0.343,0.244
3.303,0.381,0.481
3.254,0.177,0.112
3.083,0.01,0.305
2.905,0.145,0.065
7.537000179,0.796666503,0.635422587
7.521999836,0.792565525,0.626006722
7.504000187,0.833552122,0.627162635
7.493999958,0.858131289,0.620070577
7.468999863,0.80915767,0.617950857
7.376999855,0.810696125,0.585384488
7.315999985,0.834557652,0.611100912
7.31400013,0.816759706,0.61406213
7.28399992,0.830875158,0.612924099
7.28399992,0.843886793,0.601607382
7.212999821,0.838404,0.405988604
7.078999996,0.759509265,0.58013165
7.006000042,0.815328419,0.56776619
6.993000031,0.774286628,0.505740523
6.977000237,0.809782624,0.573110342
6.951000214,0.798950732,0.562511384
6.890999794,0.818091869,0.539770722
6.862999916,0.845089495,0.596627891
6.714000225,0.805335939,0.508190036
6.65199995,0.819479704,0.376895279
6.647999763,0.726798236,0.60834527
6.635000229,0.616552353,0.437453747
6.609000206,0.754444003,0.490946174
6.598999977,0.695137084,0.494519204
6.578000069,0.709978998,0.412730008
6.572000027,0.949492395,0.549840569
6.52699995,0.821944237,0.588767052
6.453999996,0.719216824,0.579392254
6.453999996,0.54023999,0.531310618
6.452000141,0.706156135,0.550026834
6.441999912,0.844465852,0.470222116
6.423999786,0.647239029,0.580200732
6.421999931,0.793984234,0.361466587
6.402999878,0.8889606,0.40878123
6.375,0.710098088,0.604130983
6.356999874,0.595027924,0.477487415
6.343999863,0.59014833,0.449750572
6.168000221,0.519983292,0.518630743
6.105000019,0.632105708,0.496337593
6.09800005,0.712732911,0.295817465
6.086999893,0.653133035,0.536746919
6.084000111,0.618784428,0.402264982
6.071000099,0.653095961,0.447551847
6.007999897,0.685636222,0.455198199
6.002999783,0.596018553,0.43245253
5.97300005,0.699475348,0.520342112
5.971000195,0.498272628,0.658248663
5.964000225,0.853144348,0.256450713
5.962999821,0.547349334,0.373783112
5.955999851,0.450191766,0.547509372
5.920000076,0.913475871,0.505625546
5.90199995,0.62894994,0.234231785
5.872000217,0.617584646,0.233335808
5.849999905,0.638566971,0.325707912
5.837999821,0.900214076,0.257921666
5.837999821,0.589465201,0.240729049
5.824999809,0.685158312,0.457003742
5.822999954,0.47363025,0.558732927
5.822000027,0.43772608,0.418271929
5.818999767,0.606041551,0.437454283
5.809999943,0.834647238,0.471203625
5.757999897,0.790828228,0.572575808
5.715000153,0.630166113,0.450002879
5.629000187,0.638007462,0.491247326
5.620999813,0.844714701,0.355111539
5.611000061,0.695168316,0.47913143
5.568999767,0.637714267,0.295400262
5.525000095,0.52016902,0.46573323
5.5,0.637605608,0.3007406
5.493000031,0.579250693,0.473507792
5.472000122,0.943062425,0.490968645
5.429999828,0.468009055,0.585214674
5.394999981,0.650784671,0.208715528
5.335999966,0.604590058,0.418421149
5.323999882,0.687763453,0.175863519
5.31099987,0.641022384,0.474307239
5.293000221,0.701288521,0.255772293
5.278999805,0.54145205,0.260287941
5.272999763,0.741415501,0.472787708
5.269000053,0.402047783,0.235215262
5.262000084,0.492345721,0.443323463
5.25,0.617144227,0.153997123
5.236999989,0.667464674,0.194989055
5.235000134,0.597710669,0.408158332
5.234000206,0.540775776,0.398155838
5.230000019,0.574873745,0.552589834
5.227000237,0.810198903,0.095731251
5.224999905,0.735081077,0.288515985
5.195000172,0.795843542,0.4984653
5.18200016,0.705186307,0.204403177
5.181000233,0.58256948,0.34807986
5.175000191,0.644948184,0.325905979
5.151000023,0.113989137,0.602126956
5.073999882,0.652168989,0.571055591
5.073999882,0.05691573,0.394952565
5.040999889,0.529235125,0.471566707
5.011000156,0.495879292,0.501537681
5.004000187,0.553457797,0.454943389
4.961999893,0.504130781,0.440305948
4.954999924,0.557783484,0.394143969
4.828999996,0.18708007,0.479246736
4.804999828,0.613212049,0.28968069
4.775000095,0.565666974,0.254711062
4.735000134,0.520187259,0.282110155
4.714000225,0.70821768,0.289231718
4.709000111,0.005564754,0.318697691
4.695000172,0.132892117,0.430388749
4.691999912,0.639333189,0.249322608
4.644000053,0.731159747,0.381498635
4.607999802,0.533241034,0.478356659
4.573999882,0.338611811,0.520303547
4.552999973,0.30998835,0.452763766
4.550000191,0.106654435,0.480791092
4.545000076,0.397522569,0.514492035
4.534999847,0.409362853,0.377922267
4.513999939,0.257835895,0.461603492
4.497000217,0.50118047,0.288555533
4.465000153,0.356578588,0.312328577
4.460000038,0.353409708,0.408842742
4.440000057,0.625130832,0.561213255
4.375999928,0.637524426,0.198303267
4.315000057,0.455427617,0.469987005
4.291999817,0.28534928,0.096098043
4.290999889,0.289957434,0.435025871
4.285999775,0.649546981,0.309410036
4.28000021,0.191407025,0.235961348
4.190000057,0.169365674,0.306613743
4.179999828,0.04864217,0.447706193
4.168000221,0.429783404,0.633375823
4.138999939,0.290920824,0.014995855
4.119999886,0.295637727,0.423026294
4.096000195,0.575903952,0.122974776
4.080999851,0.217632607,0.443185955
4.032000065,0.215844259,0.324367851
4.027999878,0.268505007,0.363658696
3.970000029,0.315089583,0.466914654
3.936000109,0.041134715,0.162342027
3.875,0.196763754,0.336384207
3.808000088,0,0.390661299
3.795000076,0.049868666,0
3.79399991,0.180746779,0.10617952
3.766000032,0.341755509,0.505196333
3.657000065,0.209930211,0.425962776
3.644000053,0.375223309,0.189196765
3.602999926,0.27732113,0.030369857
3.592999935,0.310080916,0.249463722
3.59100008,0.163486004,0.147062436
3.532999992,0.229918197,0.332881182
3.506999969,0.194129139,0.348587513
3.494999886,0.247105569,0.380426139
3.470999956,0.326424807,0.581843853
3.461999893,0.500533342,0.081539445
3.348999977,0.364509284,0.390017778
2.904999971,0.151610792,0.059900753
2.693000078,0.018772686,0.270842046
